,Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you know local or online resources to seek help for a mental health disorder?,Do you have previous employers?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s),Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you bring up a mental health issue with a potential employer in an interview?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,What is your age?,Do you work remotely?,Back-end Developer,Front-end Developer,DevOps/SysAdmin,Dev Evangelist/Advocate,Working in America,Living in America,Believed Mental Conditions,Male,Female,Other,Mental Condition
740,0,6,1,1,1,1,1,1,3,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,3,1,0,0,0,0,0,0,37.0,2,0,1,0,0,0,0,0,1,0,0,0
754,0,2,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,19.0,2,1,1,0,0,0,0,0,1,0,0,0
757,0,2,1,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,27.0,1,0,1,0,0,0,0,0,0,1,0,0
781,0,6,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,46.0,0,0,0,0,0,1,1,0,1,0,0,0
787,0,6,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,28.0,1,1,0,0,0,1,1,0,1,0,0,0
790,0,6,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,30.0,1,1,0,0,0,1,1,0,1,0,0,0
805,0,6,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,1,0,0,1,33.0,1,1,0,0,0,1,1,0,1,0,0,0
806,0,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,21.0,0,0,1,0,0,0,0,0,1,0,0,0
812,0,1,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,4,0,0,0,0,0,0,0,25.0,0,1,1,0,0,0,0,0,1,0,0,0
813,0,6,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,38.0,1,1,0,1,0,0,0,0,1,0,0,0
815,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,23.0,0,1,0,0,0,0,0,0,1,0,0,0
817,0,2,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,26.0,1,1,1,0,0,1,1,0,1,0,0,0
818,0,6,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,1,0,0,0
824,0,2,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,1,0,0,0,0,22.0,0,1,1,1,1,0,0,0,1,0,0,0
829,0,2,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,37.0,1,1,0,1,0,1,1,0,1,0,0,0
833,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,52.0,1,1,1,0,0,1,1,0,1,0,0,0
834,0,3,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,30.0,2,1,0,0,0,1,0,0,1,0,0,0
837,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,0,0,1,0,0,0,0,39.0,1,1,0,0,0,1,1,0,1,0,0,0
842,0,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,39.0,1,1,1,0,1,1,1,0,1,0,0,0
845,0,6,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,38.0,1,1,0,0,0,0,0,0,1,0,0,0
858,0,2,1,1,1,0,0,1,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,39.0,1,0,1,0,0,0,0,0,1,0,0,0
859,0,2,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,36.0,1,1,1,0,0,1,1,0,1,0,0,0
860,0,4,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,34.0,1,0,1,0,0,0,0,0,1,0,0,0
863,0,6,0,1,1,0,1,1,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,48.0,1,1,0,1,0,1,1,0,1,0,0,0
866,0,4,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,2,1,1,0,0,0,0,0,32.0,2,1,0,1,0,1,1,0,1,0,0,0
878,0,6,0,1,1,1,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,3,0,0,1,0,0,0,0,34.0,0,0,1,0,0,1,1,0,0,1,0,0
884,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,32.0,1,1,0,0,0,0,0,0,1,0,0,0
906,0,5,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,32.0,0,0,1,0,0,0,0,0,1,0,0,0
917,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,23.0,1,1,0,0,0,0,0,0,1,0,0,0
923,0,3,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,33.0,1,1,0,0,0,0,0,0,1,0,0,0
924,0,3,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,35.0,1,1,0,0,0,0,0,0,1,0,0,0
934,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,26.0,2,1,0,0,0,0,0,0,1,0,0,0
935,0,3,1,1,1,0,0,0,3,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,4,0,0,0,0,0,0,0,30.0,0,1,1,1,0,1,1,0,1,0,0,0
936,0,5,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,0,0,1,0,0,0
937,0,4,1,1,1,0,1,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,31.0,2,1,1,0,0,0,0,0,1,0,0,0
947,0,2,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,23.0,1,1,0,0,0,0,0,0,1,0,0,0
951,0,2,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,33.0,1,1,1,0,0,1,1,0,1,0,0,0
958,0,6,0,1,1,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,35.0,0,1,0,0,0,1,1,0,1,0,0,0
959,0,3,1,1,1,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,39.0,1,1,0,0,0,1,1,0,1,0,0,0
960,0,6,0,1,1,0,0,1,4,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,35.0,0,0,0,0,0,1,1,0,1,0,0,0
961,0,4,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,34.0,1,1,0,0,0,1,1,0,1,0,0,0
963,0,5,0,1,1,0,0,0,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,42.0,2,0,0,0,0,1,1,0,1,0,0,0
964,0,2,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,30.0,2,0,1,0,0,1,1,0,1,0,0,0
979,0,4,0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,38.0,2,0,1,0,0,1,1,0,0,1,0,0
984,0,3,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,1,26.0,0,0,0,1,0,1,1,0,1,0,0,0
988,0,1,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,43.0,1,1,1,0,0,0,0,0,1,0,0,0
992,0,6,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,35.0,2,0,0,0,0,1,1,0,1,0,0,0
993,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,29.0,1,1,0,0,0,1,1,0,1,0,0,0
995,0,6,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,1,0,0,0,0,30.0,2,1,0,0,0,1,1,0,1,0,0,0
1001,0,1,1,1,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,24.0,2,1,1,0,0,1,1,0,1,0,0,0
1007,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,25.0,1,1,1,0,0,1,1,0,1,0,0,0
1012,0,5,1,1,1,1,1,1,3,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,34.0,1,1,0,0,0,0,0,0,0,1,0,0
1017,0,6,0,1,1,1,1,1,2,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,4,1,0,0,0,0,0,0,47.0,1,0,0,0,0,0,0,0,0,1,0,0
1018,0,4,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,48.0,1,1,1,0,1,0,0,0,1,0,0,0
1021,0,6,0,1,1,1,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,52.0,2,0,0,0,0,1,1,0,1,0,0,0
1024,0,6,1,1,1,0,0,1,2,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,27.0,1,1,0,0,0,1,1,0,1,0,0,0
1030,0,6,0,1,1,0,0,1,3,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,1,0,0
1032,0,4,0,1,1,1,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,32.0,1,0,1,0,0,1,1,0,0,1,0,0
1035,0,6,0,1,1,0,0,1,3,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,3,1,1,0,0,0,0,1,35.0,2,0,0,0,0,1,1,0,1,0,0,0
1044,0,6,0,1,1,1,0,1,3,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,34.0,1,0,1,0,0,1,1,0,1,0,0,0
1052,0,3,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,30.0,1,0,1,0,0,0,0,0,1,0,0,0
1069,0,3,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,1,35.0,1,0,0,1,0,0,0,0,1,0,0,0
1101,0,6,0,1,1,0,1,1,4,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,0,0,1,0,0
1105,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,23.0,0,0,1,0,0,0,0,0,1,0,0,0
1109,0,2,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,49.0,1,1,1,1,0,1,1,0,0,1,0,0
1112,0,6,1,1,0,0,1,1,3,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,37.0,0,1,1,0,0,0,0,0,1,0,0,0
1113,0,3,1,1,1,0,0,0,3,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,26.0,1,1,0,0,0,1,1,0,1,0,0,0
1115,0,2,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,28.0,0,1,1,0,0,0,0,0,1,0,0,0
1139,0,6,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,30.0,1,1,0,0,1,1,1,0,1,0,0,0
1146,0,3,1,1,1,0,0,1,4,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,27.0,2,1,1,0,0,1,1,0,1,0,0,0
1147,0,3,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,45.0,2,1,0,0,0,1,1,0,1,0,0,0
1150,0,4,1,1,1,0,0,0,4,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,33.0,2,1,0,1,1,1,1,0,1,0,0,0
1151,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,32.0,2,1,0,0,0,1,1,0,1,0,0,0
1152,0,3,1,1,1,0,0,0,4,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,29.0,1,1,0,1,0,1,1,0,1,0,0,0
1154,0,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,35.0,0,1,1,0,0,1,1,0,0,1,0,0
1157,0,6,0,1,1,0,0,1,2,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,39.0,1,1,1,0,0,1,1,0,0,1,0,0
1161,0,4,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,38.0,2,1,1,1,0,1,1,0,1,0,0,0
1171,0,3,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,3,1,0,0,0,0,0,0,43.0,1,0,1,0,0,0,0,0,1,0,0,0
1179,0,4,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,40.0,0,0,1,0,0,1,0,0,1,0,0,0
1188,0,6,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,44.0,2,1,0,0,0,0,0,0,1,0,0,0
1213,0,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,29.0,0,1,0,0,0,1,1,0,1,0,0,0
1216,0,6,0,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,39.0,1,0,1,0,0,1,1,0,1,0,0,0
1238,0,6,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,28.0,1,1,0,0,0,1,1,0,1,0,0,0
1242,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,0,0,29.0,0,1,0,0,0,0,0,0,1,0,0,0
1244,0,4,1,1,1,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,4,1,0,0,0,0,0,1,37.0,1,1,0,0,1,0,0,0,1,0,0,0
1267,0,1,1,1,0,0,0,0,4,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,29.0,0,1,1,0,0,0,0,0,1,0,0,0
1268,0,6,1,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,20.0,1,1,0,1,0,1,1,0,1,0,0,0
1283,0,6,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,30.0,2,0,1,0,0,0,0,0,1,0,0,0
1287,0,3,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,27.0,0,1,0,0,0,0,0,0,1,0,0,0
1289,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,31.0,1,1,1,0,0,1,1,0,1,0,0,0
1310,0,6,0,1,1,0,1,1,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,46.0,1,0,0,1,0,1,1,0,1,0,0,0
1316,0,1,1,1,1,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,1,35.0,2,0,1,0,0,1,1,0,0,1,0,0
1319,0,4,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,35.0,1,1,1,1,1,1,1,0,1,0,0,0
1328,0,3,1,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,24.0,0,1,0,0,0,0,0,0,1,0,0,0
1329,0,6,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37.0,0,1,0,0,0,0,0,0,1,0,0,0
1336,0,2,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,25.0,1,0,1,0,0,0,0,0,0,1,0,0
1337,0,6,0,1,1,0,0,0,4,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,34.0,0,1,1,0,0,0,0,0,1,0,0,0
1340,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,26.0,0,0,1,0,0,0,0,0,1,0,0,0
1342,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,4,1,0,1,0,0,0,1,29.0,1,0,1,0,0,0,0,0,1,0,0,0
1345,0,6,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,3,0,0,0,0,0,0,0,23.0,1,1,1,0,0,1,1,0,1,0,0,0
1346,0,6,1,1,1,1,0,1,4,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,24.0,1,0,1,0,0,1,1,0,0,1,0,0
1348,0,1,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0,0,28.0,0,1,1,1,0,0,0,0,1,0,0,0
1357,0,3,1,1,1,1,1,1,4,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,33.0,2,1,0,0,0,1,1,0,1,0,0,0
1368,0,6,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,39.0,1,1,1,1,0,1,1,0,1,0,0,0
1371,0,5,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,39.0,1,1,0,0,0,1,1,0,1,0,0,0
1389,0,6,1,1,1,0,1,1,3,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,3,1,0,0,0,0,0,0,39.0,2,1,0,0,0,0,0,0,1,0,0,0
1391,0,3,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,2,1,1,0,0,0,0,0,35.0,1,1,0,0,0,1,1,0,1,0,0,0
1416,0,5,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,24.0,0,0,1,0,0,1,1,0,1,0,0,0
1421,0,3,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,37.0,0,1,1,0,0,0,0,0,1,0,0,0
1422,0,3,1,1,1,0,0,0,2,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,4,1,0,0,0,0,0,0,30.0,2,0,1,0,0,1,0,0,1,0,0,0
1423,0,4,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,24.0,1,1,0,0,0,0,0,0,1,0,0,0
